category,subcategory,date,feedback,score,user_role,license_sku,server_version
Invalid,Invalid,2019-12-03,,8,system_admin,,5.15.0
UX Feedback,Notifications UX,2019-12-03,"The only problem I have, is that Mattermost is blocked when I click on a direct message desktop notification.",5,user,,5.15.0
Invalid,Invalid,2019-12-03,No feedback,5,user,,5.15.0
Invalid,Invalid,2019-12-03,-,5,user,,5.15.0
Invalid,Invalid,2019-12-03,4,4,user,,5.15.0
UX Feedback,UI/UX Polish,2019-12-03,1. I would like to change the font!,9,user,,5.15.0
Reliability,Notifications Reliability,2019-12-03,better mobile app with working notifications,9,user,,5.15.0
Invalid,Invalid,2019-12-03,Nope,10,user,,5.13.0
UX Feedback,Performance,2019-12-03,"Improve response time, channel loading time.",5,user,,5.12.0
Invalid,Invalid,2019-12-02,9,8,user,,5.16.0
Invalid,Invalid,2019-12-02,Donni,7,user,,5.16.0
Invalid,Invalid,2019-12-02,9,3,user,,5.16.0
UX Feedback,Performance,2019-12-02,increase max-message size and optimize client-application,8,user,,5.16.0
UX Feedback,Notifications UX,2019-12-02,Better notifications,10,team_admin,,5.16.0
UX Feedback,Miscellaneous UX,2019-12-02,clone all of slacks functionalities or become a unique thing,1,user,,5.16.0
UX Feedback,Mobile UX,2019-12-02,Better android app,1,user,,5.16.0
Invalid,Invalid,2019-12-02,"Nope, everything's fine by me",10,user,,5.16.0
Praise,Praise,2019-12-02,"So far, I think its perfectly made",6,user,,5.16.0
Feature Requests,Integrations,2019-12-02,by adding usefull bots,10,user,,5.16.0
Feature Requests,Emoji/GIF Options,2019-12-02,"Allow me to have private custom emojis, and to categorize custom emojis (because it quickly becomes a mess !). Thank you :-)",10,team_admin,,5.16.0
Invalid,Invalid,2019-12-02,No,10,user,,5.16.0
UX Feedback,Mobile UX,2019-12-02,Better mobile client.,1,system_admin,,5.16.0
Feature Requests,Snippets,2019-12-02,it should have code snipped,3,user,,5.16.0
Invalid,Invalid,2019-12-02,Nothing. It works fine,9,user,E10,5.16.0
Praise,Praise,2019-12-02,it's perfect,10,user,,5.16.0
UX Feedback,Account Authorization,2019-12-02,Github Oauth2 Login way,9,system_admin,,5.16.0
UX Feedback,Messaging UX,2019-12-02,a better spoiler tag integration would be nice,8,user,E10,5.16.0
Invalid,Invalid,2019-12-02,,4,system_admin,,5.15.0
Reliability,Mobile Stability,2019-12-02,Improve server connection reliability and application quality,8,user,,5.15.0
UX Feedback,UI/UX Polish,2019-12-02,make the user interface prettier,3,user,,5.15.0
Feature Requests,Emoji/GIF Options,2019-12-02,"better GIF generator,",3,user,,5.15.0
UX Feedback,UI/UX Polish,2019-12-02,better gui,6,user,,5.15.0
Reliability,Notifications Reliability,2019-12-02,Show message notifications in Windows notifications,5,user,,5.15.0
Invalid,Invalid,2019-12-02,Nevermind lol found the options,5,user,,5.15.0
Invalid,Invalid,2019-12-02,Yes,10,user,,5.15.0
UX Feedback,UI/UX Polish,2019-12-02,"It's ugly, non-user-friendly interface. Atom usage is painful.",3,user,E20,5.15.0
UX Feedback,Logout Issues,2019-12-02,I donâ€™t like getting timed out in the app and having to login again. Can you make it so it doesnâ€™t time out?,8,user,,5.14.0
Invalid,Invalid,2019-12-02,delete,7,user,,5.14.0
Invalid,Invalid,2019-12-02,Â¯\\\_(ãƒ„)\_/Â¯,7,user,,5.14.0
Invalid,Invalid,2019-12-02,delete,7,user,,5.14.0
Invalid,Invalid,2019-12-02,ì‚­ì œ,7,user,,5.14.0
Invalid,Invalid,2019-12-02,*delete*,7,user,,5.14.0
Invalid,Invalid,2019-12-02,/drop,7,user,,5.14.0
Invalid,Invalid,2019-12-02,drop,7,user,,5.14.0
Feature Requests,Share Message,2019-12-02,Forward message to the other user functionality,9,user,,5.14.0
Feature Requests,Channel Sidebar,2019-12-02,Sort Direct Messeges menu by name or by date of last message,9,user,,5.14.0
UX Feedback,Messaging UX,2019-12-02,"Please add ability to send message by ENTER press, not CTRL+ENTER, also it will be good to have option to show message notification on all monitors, because I'm often miss messages when looking on secondary monitor",9,user,,5.14.0
Invalid,Invalid,2019-12-02,0,2,user,,5.14.0
Invalid,Invalid,2019-12-02,10,2,user,,5.14.0
Invalid,Invalid,2019-12-02,gfhfhfh,2,user,,5.14.0
Invalid,Invalid,2019-12-02,Be able to set a nickname per user,10,user,,5.14.0
UX Feedback,Performance,2019-12-02,Mobile version requires important improvement. Slack runs much smoother on my device (Samsung A5).,10,user,,5.14.0
Invalid,Invalid,2019-12-02,:upside_down_face:,8,user,,5.13.0
Invalid,Invalid,2019-12-02,asd',3,user,,5.13.0
Feature Requests,Audio/Video Calling,2019-12-01,add video and whiteboard capability,10,system_admin,,5.16.0
Invalid,Invalid,2019-12-01,Higher limit on the maximum number of users.,10,user,,5.16.0
UX Feedback,Performance,2019-12-01,"âˆ™ switching between channels / direct message recipients is quite nonintuitive on the mobile application.
âˆ™ its ridiculous that a simple chat application takes 300MB of RAM (win10) !",8,team_admin,,5.16.0
UX Feedback,Search UX,2019-12-01,"More, more and more better search",1,user,,5.16.0
Feature Requests,Threading,2019-12-01,Threads and improve matterpoll,10,user,,5.14.0
Invalid,Invalid,2019-11-30,Nothing I can think of...,8,user,,5.16.0
UX Feedback,Performance,2019-11-30,A bit complex user interface try making it smoother,1,user,,5.16.0
Invalid,Invalid,2019-11-30,"It is not about experience, all mycontact and friends are already using it",2,user,,5.16.0
UX Feedback,Mobile UX,2019-11-30,Make a better mobile client,9,team_admin,,5.15.0
Invalid,Invalid,2019-11-30,it is just enough,10,user,,5.14.0
Feature Requests,Integrations,2019-11-29,android version should support LDAP connection of Collabora,5,user,,5.18.0
UX Feedback,Performance,2019-11-29,I canâ€™t download the app so sometimes using the webpage is kinda lagging,10,user,,5.16.0
Invalid,Invalid,2019-11-29,"I am not sure, it's good enough to me, :)",10,user,,5.16.0
Invalid,Invalid,2019-11-29,I mean on my phone,10,user,,5.16.0
Invalid,Invalid,2019-11-29,if i can send message to myself here it would be great:))),10,user,,5.16.0
UX Feedback,Logout Issues,2019-11-29,don't log me out,0,team_admin,,5.16.0
Feature Requests,Share Message,2019-11-29,plus forward:D,10,user,,5.16.0
UX Feedback,Account Authorization,2019-11-29,Please make a fluent authorization on desktop app via magic link in browser or smth like that â€” it's very annoying to type in the login/password,2,user,,5.16.0
Feature Requests,Miscellaneous Features,2019-11-29,add a place to store important information,10,user,,5.16.0
Feature Requests,Read Receipts,2019-11-29,"no intimation, who seen our messages",1,user,,5.16.0
Invalid,Invalid,2019-11-29,1,1,user,,5.16.0
Invalid,Invalid,2019-11-29,More limit on users.,10,user,,5.16.0
Invalid,Invalid,2019-11-29,Do not breake it :),10,system_admin,,5.16.0
Reliability,Mobile Stability,2019-11-29,"Mattermost disconnects often, I need to reconnect constantly.",9,user,,5.15.0
Feature Requests,Emoji/GIF Options,2019-11-29,feature to upload custom emoticons,9,team_admin,,5.15.0
UX Feedback,Performance,2019-11-29,"Allow disabling emoji animation because it sucks if your laptop is eating battery power for breakfast.
But I see this was already fixed:
https://github.com/mattermost/mattermost-mobile/pull/3209",9,system_admin,,5.15.0
Feature Requests,Share Message,2019-11-29,We would like to have resend options between chats,7,user,,5.15.0
Feature Requests,Audio/Video Calling,2019-11-29,Correct call integration. Where you actually recive a call instead of a simple message.,9,system_admin,,5.15.0
Invalid,Invalid,2019-11-29,improve my practice,9,user,,5.15.0
Feature Requests,Miscellaneous Features,2019-11-29,"scrolling through past chats is very cumbersome. some sort of index or table of contents based on date would help a lot, with the possibility to bookmark messages or dates.",5,team_admin,E10,5.15.0
Invalid,Invalid,2019-11-29,"Sell your code to Microsoft Teams and start work there, we all use O365 these days",6,user,E20,5.15.0
UX Feedback,Mobile UX,2019-11-29,Allow mattermost mobile app to work with self-signed certs. Incredibly stupid to force people to trust the certs on their device before they can use the mobile app to connect to their on-premise instance,5,system_admin,,5.15.0
Feature Requests,Audio/Video Calling,2019-11-29,offer a voip service and video call service,9,user,,5.15.0
UX Feedback,Search UX,2019-11-29,search should be independent....it makes little confuse,8,user,,5.14.0
Invalid,Invalid,2019-11-29,hi,8,user,,5.14.0
UX Feedback,Logout Issues,2019-11-29,"It's a great tool. The UI is intuitive and organized. All of the features are easy to use. My team is just so small, it is pretty rare that I find posting something on Mattermost is more effective than just telling someone something in person. I definitely like it more than Slack though.

I guess if it securely signed me in automatically every time I started my PC I would use it more. Again, Our team is small, but if for some reason I do want to send someone a message electronically, I will use Skype Busine",7,user,,5.14.0
UX Feedback,Logout Issues,2019-11-29,"Oh, and Because of the auto-log issue I never know if my team members will even see what I post because they often arent logged in either, so they don't get notifications. Even when they are logged in they often don't notice notifications",7,user,,5.14.0
Feature Requests,Integrations,2019-11-29,integrate support for Matrix,7,user,,5.13.0
Feature Requests,RN Multi-server,2019-11-29,add support for multiple servers,7,user,,5.13.0
UX Feedback,Messaging UX,2019-11-28,"Oh yes - it drives me up the wall that you cannot tab complete with the displayed name of a user - eg if someone's display name is bobzilla but their actual login name is robertz you have to type @rober TAB, not @bobz TAB. AT least I can't see an obvcious way to do this. Quite often the tab completion seems to ignore the matching name that I want and only offer ones I don't, until I delete the completed name and try again (I guess this is an everything-is-async race)",9,system_admin,,5.18.0
UX Feedback,Logout Issues,2019-11-28,I don't really like when it logs me out every few days.,6,user,,5.16.0
UX Feedback,Mobile UX,2019-11-28,Offline message reading in the Android app,5,user,,5.16.0
Feature Requests,Emoji/GIF Options,2019-11-28,Auto show gifs/thumbnails when posting links/using gifs from the emoticon section,8,team_admin,,5.16.0
UX Feedback,UI/UX Polish,2019-11-28,Push notifications can be better. They don't always update. Design can also be improved. It's a little stale and boring right now.,7,user,E10,5.16.0
UX Feedback,Search UX,2019-11-28,the search should be limited to the current channel/chat,10,user,,5.16.0
Invalid,Invalid,2019-11-28,Experience is OK.,7,user,,5.16.0
Invalid,Invalid,2019-11-28,i will think about it thank you,10,user,,5.16.0
Invalid,Invalid,2019-11-28,,4,system_admin,,5.15.0
UX Feedback,UI/UX Polish,2019-11-28,Improve UI design and Notification alerts,10,user,,5.15.0
UX Feedback,Logout Issues,2019-11-28,Signing me out less often on mobile app,7,user,,5.15.0
Feature Requests,Custom Statuses,2019-11-28,set own status with specified time,9,team_admin,,5.15.0
Feature Requests,Audio/Video Calling,2019-11-28,improving video chat,9,team_admin,,5.15.0
Feature Requests,Audio/Video Calling,2019-11-28,"audio\video conversation, conference call",8,team_admin,,5.15.0
Feature Requests,Integrations,2019-11-28,improve integrations and easy of integrating to other services,9,system_admin,,5.15.0
UX Feedback,Onboarding,2019-11-28,"The first registration is not simple. When I recommand mattermost, I have to do the first installation with my colleague, otherwise, one people out of two abandon during the process.",10,team_admin,,5.15.0
Invalid,Invalid,2019-11-28,Hey @bhavesh.jethani! Please take a few moments to help us improve your experience with Mattermost.,4,user,,5.15.0
Invalid,Invalid,2019-11-28,peut Ãªtre un accÃ¨s simplifiÃ© aux nouveaux messages qui nous sont directement adressÃ©s en plus de la notification(qui est dÃ©jÃ bien),10,team_admin,,5.15.0
Invalid,Invalid,2019-11-28,I don't know,9,team_admin,,5.15.0
Feature Requests,Share Message,2019-11-28,"Please, add the message forwarding",6,user,,5.14.0
Invalid,Invalid,2019-11-28,Refer my previous feedback,6,user,,5.14.0
Feature Requests,Threading,2019-11-28,faster replies,0,user,,5.14.0
Invalid,Invalid,2019-11-28,good,8,user,,5.12.0
UX Feedback,Performance,2019-11-27,"Loading times, jumping to latest messages, android app is quite bad",8,user,,5.18.0
Reliability,Message and Network Reliability,2019-11-27,"Must work properly ,even on slow internet",10,user,,5.16.0
Praise,Praise,2019-11-27,"All is ok, working very well.",10,user,,5.16.0
Reliability,Mobile Stability,2019-11-27,"Make it more robust. The android app for example fails to connect to our server, and we get no feedback or anything as to why this happens.",6,user,,5.16.0
UX Feedback,Performance,2019-11-27,Too make it more quick because most of the times it opens very slow while shifting to other chats.,10,user,,5.16.0
Invalid,Invalid,2019-11-27,i appreciate that survey,10,user,,5.16.0
Praise,Praise,2019-11-27,my experience is already very good,10,user,,5.16.0
Invalid,Invalid,2019-11-27,Thanks!,7,user,,5.15.0
Invalid,Invalid,2019-11-27,Stop giving me NPS surveys via bots.,3,user,,5.15.0
Feature Requests,Share Message,2019-11-27,"Add forward option, and gif integration",4,user,,5.15.0
Feature Requests,Voice Messages,2019-11-27,Implemented voice chat,7,user,,5.15.0
Invalid,Invalid,2019-11-27,nothing really,10,user,,5.15.0
UX Feedback,Files/Attachments,2019-11-27,We should be able to share videos and large data,10,user,,5.14.0
Feature Requests,Threading,2019-11-27,Make the threads at a dialogue better.,10,user,,5.14.0
UX Feedback,UI/UX Polish,2019-11-27,I think UI can be improved,6,user,,5.14.0
UX Feedback,UI/UX Polish,2019-11-27,improve interface,7,user,,5.13.0
Reliability,Bugs,2019-11-26,And MM seems to have put a (1) in the tab title even though I don't seem to have any outstanding notifications and I can't get rid of it which is making me quiteâ€¦ twitchy.,6,system_admin,,5.18.0
Feature Requests,Integrations,2019-11-26,"What I really want is an API so I can hack up my own client (which may exist, I haven't looked yet) - I really don't like having to work in a browser. Also ability to log stuff locally so I can search quickly.",6,system_admin,,5.18.0
Feature Requests,Integrations,2019-11-26,provide more app integrations,10,user,,5.16.0
Invalid,Invalid,2019-11-26,it's my pleasure,8,user,,5.16.0
Praise,Praise,2019-11-26,You have done it very well,8,user,,5.16.0
Invalid,Invalid,2019-11-26,what's your name?,8,user,,5.16.0
UX Feedback,Files/Attachments,2019-11-26,image preview quality is bad.,7,user,,5.16.0
Invalid,Invalid,2019-11-26,how to use robot,8,user,,5.16.0
UX Feedback,Notifications UX,2019-11-26,Improved notification preview,10,user,,5.16.0
Feature Requests,Emoji/GIF Options,2019-11-26,new stickers,2,user,,5.16.0
Invalid,Invalid,2019-11-26,I don't know yet,9,user,,5.16.0
UX Feedback,Themes,2019-11-26,Darker Dark Themes. Always add Darker Dark Themes :-),9,user,,5.16.0
UX Feedback,Notifications UX,2019-11-26,Please implement auto responder or vacation,6,system_admin,,5.16.0
Feature Requests,Audio/Video Calling,2019-11-26,may be a plugin webrtc to allow voice chat ?? You're briliant..!,10,user,,5.16.0
Feature Requests,Read Receipts,2019-11-26,If we text in private mode i. e. direct message to someone then we should notify that the person read our message.,9,user,,5.16.0
Feature Requests,Integrations,2019-11-26,add a video call option,9,user,,5.16.0
UX Feedback,UI/UX Polish,2019-11-26,its layout is not very advance. first of all you can improve its layout.,9,user,,5.16.0
Feature Requests,Audio/Video Calling,2019-11-26,video cal option,9,user,,5.16.0
Feature Requests,Channel Sidebar,2019-11-26,A GUI option to move the channels to another team would be great.,1,system_admin,,5.15.0
Invalid,Invalid,2019-11-26,,8,system_admin,,5.15.0
Reliability,Mobile Stability,2019-11-26,"No crashes, maybe",8,user,,5.15.0
Invalid,Invalid,2019-11-26,213,8,user,,5.15.0
Reliability,Desktop Stability,2019-11-26,"Repair this bug: When Windows starts, Mattermost launch with a blank white page. I need to restart Mattermost to see channels. OS: Windows 10 Pro",10,user,,5.15.0
Invalid,Invalid,2019-11-26,hello. thanks,8,user,,5.15.0
Feature Requests,Voice Messages,2019-11-26,I would like to send voice messages,7,user,,5.15.0
Invalid,Invalid,2019-11-26,Meeting started at https://meet.easystack.cn/JumpyGorillasVanishIntensely.,5,user,,5.15.0
Invalid,Invalid,2019-11-26,ich empfehle keine Kommunikationstool weiter. An wen und warum sollte ich dies machen?,7,user,,5.15.0
Reliability,Bugs,2019-11-26,"Mattermost needs to solve some issues: if you create a private channel, you can't quit the channel ou erase it. It REALLY sucks",6,user,,5.15.0
UX Feedback,Be Slack,2019-11-26,slack is better,0,user,,5.15.0
Invalid,Invalid,2019-11-26,_good_,10,user,,5.14.0
Invalid,Invalid,2019-11-26,Keep it that way,10,user,,5.14.0
Praise,Praise,2019-11-26,Application works well.,10,user,E10,5.14.0
Invalid,Invalid,2019-11-25,i want description about mattermost,9,system_admin,,5.16.0
Invalid,Invalid,2019-11-25,hello,9,system_admin,,5.16.0
Feature Requests,Share Message,2019-11-25,I can't forward files.,9,system_admin,,5.16.0
Feature Requests,Snippets,2019-11-25,I can't send text snippets as in Slack.,9,system_admin,,5.16.0
UX Feedback,Files/Attachments,2019-11-25,The file names are changed after download. I can't install the apk directly after I download it. I have to go to the downloads folder manually,6,user,,5.16.0
Invalid,Invalid,2019-11-25,Just do better. ðŸ˜‚,6,user,,5.16.0
Reliability,Mobile Stability,2019-11-25,the android mobile app is not working,10,team_admin,E20,5.16.0
Feature Requests,Share Message,2019-11-25,Share the sent image directly to teammates like slack,6,system_admin,,5.16.0
Feature Requests,Audio/Video Calling,2019-11-25,Add audio and video chat feature! ;),7,user,,5.16.0
Feature Requests,Channel Sidebar,2019-11-25,Customizable channel tab,6,user,,5.16.0
Invalid,Invalid,2019-11-25,21,10,user,,5.16.0
UX Feedback,UI/UX Polish,2019-11-25,Increase font size :),6,user,,5.16.0
Reliability,Desktop Stability,2019-11-25,Implement Windows Desktop App Quality,5,system_admin,,5.16.0
Invalid,Invalid,2019-11-25,#NAME?,7,user,,5.16.0
Invalid,Invalid,2019-11-25,Hello,6,user,,5.16.0
Feature Requests,Audio/Video Calling,2019-11-25,Screen sharing capability.,5,user,E10,5.16.0
Invalid,Invalid,2019-11-25,yes,8,user,,5.16.0
Invalid,Invalid,2019-11-25,Add a shortcut to close notification popup on MacOS,10,user,,5.16.0
Invalid,Invalid,2019-11-25,,6,system_admin,,5.15.0
Feature Requests,Share Message,2019-11-25,please give a forward option.,8,user,,5.15.0
Feature Requests,Threading,2019-11-25,"When I reply to another message, if the color of left side is colorful, I think it's better. The color is not only blue, but also like red, yellow, and so on, and I prefer we can set the function by settings. Then I can distinguish the thread more.",9,user,,5.15.0
Invalid,Invalid,2019-11-25,4,8,user,,5.15.0
Invalid,Invalid,2019-11-25,7,8,user,,5.15.0
Invalid,Invalid,2019-11-25,It can save time and space,8,user,,5.15.0
Invalid,Invalid,2019-11-25,3,8,user,,5.15.0
Feature Requests,Emoji/GIF Options,2019-11-25,include gifs in your messages ^^,8,user,,5.15.0
Feature Requests,Read Receipts,2019-11-25,"There should be a functionality of - message sender can verify that \""Receiver read this message or Not\"".",4,user,,5.15.0
Praise,Praise,2019-11-25,"No idea, it's perfect as it is.",10,user,,5.15.0
Feature Requests,Snippets,2019-11-25,Please incorporate the ability to send large attachments on Mattermost.,10,user,,5.15.0
Invalid,Invalid,2019-11-25,almost perfect,9,user,,5.15.0
Reliability,Notifications Reliability,2019-11-25,Notifications are busted,0,user,,5.15.0
Invalid,Invalid,2019-11-25,dunno,7,user,,5.15.0
Invalid,Invalid,2019-11-25,gfgfchg,7,user,,5.14.0
Invalid,Invalid,2019-11-25,"I don't know, It's just that I very rarely (if ever) recommend any messaging systems",2,system_admin,,5.14.0
Invalid,Invalid,2019-11-25,Its already better.,8,user,,5.12.0
Invalid,Invalid,2019-11-24,"Don't know, actually. :)",10,system_admin,,5.16.0
Feature Requests,Read Receipts,2019-11-24,"Add a new feature: \""mark as unread\"" on messages. Especially for mobile application.

When on the go, I like to read messages but sometimes I don't have time to process them, so mark as unread would help me.

I could flag them, but I usually forget to check again the messages I flagged.",10,system_admin,,5.15.0
Invalid,Invalid,2019-11-24,8,10,user,,5.15.0
Reliability,Notifications Reliability,2019-11-24,Fix the notifications issues.,5,user,,5.13.0
Feature Requests,Audio/Video Calling,2019-11-23,How about if we want to make a voice and video call?,10,user,,5.16.0
Invalid,Invalid,2019-11-23,?,6,user,,5.16.0
Invalid,Invalid,2019-11-23,7,8,user,,5.15.0
Invalid,Invalid,2019-11-23,8,8,user,,5.15.0
Feature Requests,Audio/Video Calling,2019-11-23,I need integrated audio and video calls. Because integration with Zoom is not cozy,7,user,E20,5.15.0
UX Feedback,Account Authorization,2019-11-23,fix the login process,6,user,,5.15.0
Praise,Praise,2019-11-23,very good ! no need more fix !,10,user,,5.14.0
Feature Requests,Integrations,2019-11-22,make Collabora mattermost work from the official app on Windows. Some upstream change/fix is expected for long time already iiuc,9,user,,5.18.0
UX Feedback,Documentation,2019-11-22,Localized help pages would be great!,9,user,,5.18.0
UX Feedback,Performance,2019-11-22,please improve the performance of mattermost. In some cases it's very slow. Thanks.,10,user,,5.16.0
UX Feedback,Files/Attachments,2019-11-22,open documents more easily,6,user,E10,5.16.0
UX Feedback,Mobile UX,2019-11-22,Better Android app.,9,system_admin,E10,5.16.0
Reliability,Message and Network Reliability,2019-11-22,provide good synchronization between PC and Mobile versions? good search within single tread,10,user,E20,5.16.0
Feature Requests,Integrations,2019-11-22,We need like a to do list and connection to nextcloud,7,system_admin,,5.16.0
Feature Requests,Channel Sidebar,2019-11-22,How about making channels like accordions? Now I have to scroll down past my favorite channels and public channels and private channels until I reach the direct messages. It would be great if the channels 'fold' if there are no unread messages.,10,user,,5.16.0
UX Feedback,Files/Attachments,2019-11-22,"sometimes I can't read mp4 and images in mattermost. And if I download an image whiile renaming it, it become corruppted, unreadable.",8,user,,5.16.0
UX Feedback,Notifications UX,2019-11-22,not deloging me all the time,6,user,E10,5.16.0
Reliability,Mobile Stability,2019-11-22,it is so bad on your mobile device,0,user,,5.16.0
Invalid,Invalid,2019-11-22,"The service is fine, but I'm not the biggest IM person. It's just a personal preference.",5,user,E10,5.16.0
Invalid,Invalid,2019-11-22,its already fine,10,user,,5.16.0
Feature Requests,Reminderbot,2019-11-22,"not easy to say, remind me in a few month.",9,system_admin,,5.16.0
Feature Requests,Threading,2019-11-22,Message threading doesn't look great,8,user,,5.16.0
Reliability,Notifications Reliability,2019-11-22,notifications are enabled still not getting them,10,user,,5.15.0
UX Feedback,Mobile UX,2019-11-22,Make mobile clients better please.,6,user,,5.15.0
Invalid,Invalid,2019-11-22,,8,system_admin,,5.15.0
Invalid,Invalid,2019-11-22,it's all ok,9,user,,5.15.0
Reliability,Notifications Reliability,2019-11-22,Desktop notification are not working on my system how ever i have enabled it from settings.Because of this bug i need to check mattermost every minute for new messages.,10,user,,5.15.0
Feature Requests,Share Message,2019-11-22,At least you should add an ability to forward messages and to view files.,3,user,,5.15.0
Reliability,Notifications Reliability,2019-11-22,Not getting notifications,10,user,,5.15.0
Reliability,Notifications Reliability,2019-11-22,not even getting notifications on mobile app,10,user,,5.15.0
Reliability,Notifications Reliability,2019-11-22,By resolve issue with Ubuntu notifications on top icon,10,user,,5.15.0
UX Feedback,Files/Attachments,2019-11-22,Video support,8,user,E10,5.15.0
UX Feedback,Performance,2019-11-22,"I like the desktop app for Windows, but don't like the Android app. It is quite sluggish, and lacks new message indicators.",10,user,,5.15.0
Feature Requests,Mark as Unread,2019-11-22,being able to mark a message as unread,8,user,,5.15.0
Feature Requests,Read Receipts,2019-11-22,Have Read receipts for private messages,10,user,,5.15.0
UX Feedback,Mobile UX,2019-11-22,"Can You create a native application for Android and IOS?
It should be perfectly",7,user,,5.14.0
Invalid,Invalid,2019-11-22,10,9,user,,5.13.0
Invalid,Invalid,2019-11-22,ëª°ë¼,10,system_admin,,5.13.0
UX Feedback,Notifications UX,2019-11-21,Make it easier to find notifications for me,8,user,,5.18.0
Reliability,Mobile Stability,2019-11-21,WORKING ANDROID APP! NOT THE DAMN BETA CLIENT... :P,9,system_admin,,5.17.0
Invalid,Invalid,2019-11-21,more secure,4,user,E20,5.16.0
Invalid,Invalid,2019-11-21,yes,4,user,,5.16.0
Feature Requests,Integrations,2019-11-21,Plugins should be able to open Windows for other domains (e.g. a zoom vor Jitsi call should open in a window of mattermost),7,system_admin,,5.16.0
Feature Requests,Audio/Video Calling,2019-11-21,"if it supports voice call, then it's terrific.",8,user,,5.16.0
UX Feedback,Search UX,2019-11-21,Search funktion an better structure of chanels and more option of Text formating,6,team_admin,,5.16.0
Feature Requests,Threading,2019-11-21,"Also, there should be an option to hide replies from the main chat, unless a user chooses to forcefully send a reply that shows in the main chat.",7,user,,5.16.0
Invalid,Invalid,2019-11-21,9,6,user,,5.16.0
Reliability,Notifications Reliability,2019-11-21,"make a list of all new post per day available, notifications are faulty and deselect too quickly, makes new posts hard to impossible to find.
media-archive per thread",6,team_admin,,5.16.0
UX Feedback,Performance,2019-11-21,"better, faster android app",6,user,,5.16.0
Invalid,Invalid,2019-11-21,:smile:,8,team_admin,,5.15.0
Invalid,Invalid,2019-11-21,#NAME?,8,user,,5.15.0
Feature Requests,Integrations,2019-11-21,add more feature as poll vote,8,user,,5.15.0
Invalid,Invalid,2019-11-21,More feature!,8,user,,5.15.0
Invalid,Invalid,2019-11-21,,8,system_admin,,5.15.0
Feature Requests,Audio/Video Calling,2019-11-21,Audio calls,6,team_admin,,5.15.0
Feature Requests,Custom Statuses,2019-11-21,I will be glad if there is a option to set a emoji as status icon.,8,user,,5.15.0
Invalid,Invalid,2019-11-21,"I typed a long comment here, pressed Cancel to make a last minute edit and now the whole lot is gone. I'm not typihng it again!",2,user,E10,5.15.0
UX Feedback,Themes,2019-11-21,let me choose my own colorscheme,8,user,,5.15.0
Invalid,Invalid,2019-11-21,:thumbsup:,8,team_admin,,5.15.0
UX Feedback,Mobile UX,2019-11-21,improving the videl call skill on android,10,user,,5.15.0
Praise,Praise,2019-11-21,Everything seems fine. Not sure how it could be better.,10,user,,5.15.0
Feature Requests,Threading,2019-11-21,don't show thread replies in main channel,10,system_admin,,5.15.0
UX Feedback,Be Slack,2019-11-21,Copy all of slack's features,0,system_admin,E10,5.14.0
Feature Requests,Share Message,2019-11-21,User should forward the message,7,user,,5.13.0
Invalid,Invalid,2019-11-21,I don't know,5,user,,5.13.0
UX Feedback,Be Slack,2019-11-21,Se Slack for developers and do copy and paste from it. Then you will be great :D,2,team_admin,,5.13.0
Invalid,Invalid,2019-11-21,ok,2,team_admin,,5.13.0
Invalid,Invalid,2019-11-21,Ñ‚ÐµÐ¼Ñ‚,8,user,,5.12.0
Reliability,Bugs,2019-11-20,Fix the bugs I've reported. Currently zero of them are addressed,9,user,,5.18.0
Reliability,Desktop Stability,2019-11-20,No white screen when logging in and using light Mattermost theme,9,user,,5.16.0
Feature Requests,RN Multi-server,2019-11-20,"IoS Client: multiple Servers and System Administration Interface, please, as in Mac OS Client. (... nevertheless, I love mattermost)",10,system_admin,,5.16.0
Feature Requests,Reminderbot,2019-11-20,Something to automatically send weekly (or otherhow recurring) reminders in some channels would be good!,7,user,,5.16.0
Invalid,Invalid,2019-11-20,not sure yet,3,user,,5.16.0
Invalid,Invalid,2019-11-20,More features,5,user,,5.16.0
UX Feedback,Files/Attachments,2019-11-20,"Make file sharing easier, like on Skype",8,user,,5.16.0
Invalid,Invalid,2019-11-20,Nothing,10,user,E10,5.16.0
Invalid,Invalid,2019-11-20,"IRC relays seems to go down quite often, although I'm not sure if that issue is on your end",10,user,,5.16.0
Feature Requests,Audio/Video Calling,2019-11-20,"Mattermost in itself is a good application and very helpful, but I lack an integrated voice chat, channel rights (e.g. that only certain users/roles can write in a channel and others can only read) and the sorting of the channels should also be customizable instead of being sorted alphabetically so you can group related channels.",5,system_admin,,5.16.0
Feature Requests,Audio/Video Calling,2019-11-19,phonce calls via mattermost,7,user,,5.18.0
Feature Requests,Threading,2019-11-19,it should be nice to have tabs for all thread I follow,7,user,,5.18.0
Feature Requests,Text Editor,2019-11-18,"Maybe, it would be great, if the generic shortcuts for the text styling exists. Something like CTRL+B for Bold instead of enclosing text in special characters.",9,user,,5.18.0
UX Feedback,Performance,2019-11-18,"- It crashes a lot.
- When moving from chat to chat, the entire backlog has to be reloaded from the server again which is slow and tedious since only ~15 messages are loaded at a time.
- Searching in the chat history of a room is not possible, and searching in general is amazingly slow",9,user,,5.18.0
UX Feedback,Performance,2019-11-18,"- Using mattermost on a phone sucks a lot. The non-native application is just slow and has a sluggish feel.
- The mobile application doesn't support all login methods, which means I can't actually use it but have to load the website, which takes ~1 minute to load in FF",9,user,,5.18.0
